Position.bp. Rate.cM.Mb. Map.cM.
219042368 0.420705 237.659574
219042470 0.228278 237.659617
219042817 0.119689 237.659697
219043364 0.119795 237.659762
219043947 0.111799 237.659832
219044238 0.104827 237.659864
219045807 0.10396 237.660029
219046144 0.103429 237.660064
219046515 0.103282 237.660102
219047869 0.103357 237.660242
219047981 0.103401 237.660254
219048376 0.103402 237.660295
219048556 0.103455 237.660313
219049236 0.103694 237.660383
219049406 0.103927 237.660401
219050679 0.105609 237.660533
219051070 0.116583 237.660575
219051378 0.584601 237.660611
219051503 1.384395 237.660684
219052281 1.666658 237.661761
219052834 2.149095 237.662682
219052860 2.563295 237.662738
219053082 2.565368 237.663307
219053292 2.56108 237.663846
219053400 2.557753 237.664123
219053465 2.561505 237.664289
219053976 2.571868 237.665598
219054054 2.57105 237.665798
219054569 2.623443 237.667123
219055281 30.182811 237.66899
219055447 30.711092 237.674001
219056092 30.970226 237.693809
219056625 31.085585 237.710317
219058836 29.054152 237.779047
219059052 26.886862 237.785322
219059196 0.351006 237.789194
219059660 0.349458 237.789357
219060101 0.316775 237.789511
219062301 0.378241 237.790208
219062526 0.681211 237.790293
219064102 0.114222 237.791367
219064125 0.017736 237.791369
219065731 0.023906 237.791398
219065882 0.050123 237.791401
219065911 0.078855 237.791403
219066172 0.103756 237.791424
219066566 0.141562 237.791464
219067609 0.238405 237.791612
219067810 0.495944 237.79166
219068248 0.473435 237.791877
219068503 0.01296 237.791998
219070509 0.012965 237.792024
219070520 0.012965 237.792024
219071000 0.012984 237.79203
219072116 0.014218 237.792045
219072415 0.017719 237.792049
219072731 0.021956 237.792055
219073747 0.031388 237.792077
219073958 0.045287 237.792084
219074187 0.066436 237.792094
219074309 0.093734 237.792102
219074599 0.093734 237.792129
219077587 0.149763 237.792409
219078943 0.154279 237.792612
219078973 0.154194 237.792617
219078987 0.158647 237.792619
219079170 0.159629 237.792648
219079212 0.162539 237.792655
219079225 0.167773 237.792657
219079358 0.181146 237.792679
219079868 1.329992 237.792772
219083060 4.771549 237.797017
219083221 4.881921 237.797785
219083226 4.99044 237.79781
219083388 4.664549 237.798618
219083431 4.51971 237.798819
219083774 3.266745 237.800369
219084172 0.755308 237.801669
219084873 0.680804 237.802199
219085458 0.660355 237.802597
219085469 0.641588 237.802604
219085584 0.627354 237.802678
219086396 0.627932 237.803187
219087345 1.701509 237.803783
219087937 1.190405 237.804791
219087944 0.771881 237.804799
219088165 0.580821 237.804969
219088578 0.527481 237.805209
219088779 0.212124 237.805315
219088928 0.181906 237.805347
219089006 0.132567 237.805361
219089109 0.085474 237.805375
219089114 0.040593 237.805375
219089313 0.022617 237.805383
219090361 0.022247 237.805407
219090414 0.021459 237.805408
219090494 0.020932 237.80541
219091461 0.020928 237.80543
219092488 0.020944 237.805452
219093410 0.02102 237.805471
219093455 0.021096 237.805472
219093520 0.021212 237.805473
219093751 0.021392 237.805478
219093973 0.022655 237.805483
219094142 0.024176 237.805487
219094401 2.006074 237.805493
219094451 11.48089 237.805593
219094600 12.348984 237.807304
219094619 13.551595 237.807539
219094943 13.763999 237.811929
219095005 13.843715 237.812783
219095382 13.900537 237.818002
219095423 13.982261 237.818572
219097887 5.573777 237.853024
219097931 5.573777 237.853269
219098229 5.573777 237.85493
219098476 5.340023 237.856307
219099712 3.332651 237.862907
219099806 1.099896 237.86322
219101174 1.103202 237.864725
219101848 1.108363 237.865469
219102067 1.108118 237.865711
219102774 1.11215 237.866495
219104005 1.915973 237.867864
219104041 2.713039 237.867933
219104226 5.996521 237.868435
219106079 5.183432 237.879546
219106129 2.969656 237.879805
219106144 0.854762 237.87985
219106316 0.804333 237.879997
219106404 0.117337 237.880068
219106550 0.110744 237.880085
219110621 0.111361 237.880536
219111758 0.113714 237.880662
219112335 0.118047 237.880728
219112699 0.124657 237.880771
219115567 0.125023 237.881129
219115665 0.1314 237.881141
219116403 0.135768 237.881238
219117514 0.135696 237.881389
219117535 0.142381 237.881391
219117672 0.142412 237.881411
219117743 0.151323 237.881421
219117863 0.15632 237.881439
219117967 0.161347 237.881455
219118181 0.166077 237.88149
219122116 0.159036 237.882144
219122393 0.15691 237.882188
219123023 0.157745 237.882286
219123956 0.214987 237.882434
219125623 0.219558 237.882792
219126448 0.244684 237.882973
219126624 0.274063 237.883016
219127046 0.335844 237.883132
219127338 0.273245 237.88323
219127434 0.251678 237.883256
219128252 0.233628 237.883462
219128928 0.161702 237.88362
219132342 0.157315 237.884172
219133102 0.153581 237.884292
219134799 0.151329 237.884552
219135058 0.146123 237.884591
219135903 0.146635 237.884715
219135985 0.146704 237.884727
219136286 0.148625 237.884771
219137136 0.157326 237.884897
219137524 0.168838 237.884958
219138400 0.173973 237.885106
219138871 0.173974 237.885188
219139390 0.181705 237.885279
219140270 0.206075 237.885438
219141029 0.253419 237.885595
219141960 0.678842 237.885831
219142605 0.735598 237.886269
219143240 0.491768 237.886736
219143598 0.402901 237.886912
219143640 0.323862 237.886929
219143766 0.31592 237.88697
219143806 0.280629 237.886982
219144143 0.262902 237.887077
219144745 5.93412 237.887235
219145291 0.262525 237.890475
219146770 0.268375 237.890863
219146875 0.274464 237.890891
219147805 0.405222 237.891147
219148295 0.945538 237.891345
219148378 1.012069 237.891424
219148421 1.062499 237.891467
219149044 1.027896 237.892129
219149279 0.946224 237.892371
219149298 0.689803 237.892389
219149474 0.60671 237.89251
219149993 0.606111 237.892825
219150241 0.587355 237.892975
219150436 0.504853 237.89309
219150622 0.294338 237.893184
219151747 0.30289 237.893515
219153142 0.293537 237.893937
219153206 0.152706 237.893956
219154170 0.128843 237.894103
219154710 0.109082 237.894173
219155194 0.103806 237.894226
219155227 0.097696 237.894229
219155789 0.095729 237.894284
219156685 0.095707 237.89437
219158233 0.095474 237.894518
219163360 0.095519 237.895008
219166366 0.095516 237.895295
219167123 0.095521 237.895367
219167279 0.095519 237.895382
219167468 0.095528 237.8954
219167752 0.095549 237.895427
219167838 0.09557 237.895435
219168558 0.095631 237.895504
219168912 0.09564 237.895538
219169297 1.222618 237.895575
219169426 1.223249 237.895733
219169453 1.326739 237.895766
219169521 1.32987 237.895856
219170213 0.134285 237.896776
219171114 0.102444 237.896897
219171306 0.097381 237.896917
219172073 0.097141 237.896991
219173091 0.097093 237.89709
219175410 0.097089 237.897315
219176260 0.097084 237.897398
219176608 0.097037 237.897432
219178368 0.097048 237.897603
219179140 0.098049 237.897677
219179792 0.115726 237.897741
219180933 0.248001 237.897873
219181038 0.372286 237.897899
219181477 0.476997 237.898063
219181724 0.692668 237.898181
219181761 0.943482 237.898206
219181822 1.124624 237.898264
219181936 1.084949 237.898392
219182468 0.676714 237.898969
219182618 0.672355 237.899071
219182624 0.489879 237.899075
219182657 0.486155 237.899091
219182686 0.357096 237.899105
219182858 0.34915 237.899167
219183740 0.31112 237.899474
219184000 0.311008 237.899555
219184133 0.41656 237.899597
219184571 1.132413 237.899779
219184891 0.059195 237.900142
219185309 0.042841 237.900166
219185657 0.0405 237.900181
219185909 0.037817 237.900191
219186074 0.034206 237.900198
219186638 0.030702 237.900217
219187143 0.028935 237.900232
219187415 0.027144 237.90024
219187520 0.025822 237.900243
219187739 0.024658 237.900249
219187756 0.023476 237.900249
219188543 0.021292 237.900268
219188742 0.01933 237.900272
219189306 0.017208 237.900283
219191704 0.014717 237.900324
219196199 0.126619 237.90039
219200327 0.05608 237.900913
219201265 0.011719 237.900966
219205365 0.568707 237.901014
219208154 0.123654 237.9026
219208727 0.10227 237.902671
219208920 0.014147 237.90269
219209673 0.013889 237.902701
219209920 0.011799 237.902704
219210136 0.010362 237.902707
219210928 0.009414 237.902715
219212916 0.009342 237.902734
219214910 0.009344 237.902753
219217875 0.009344 237.90278
219218789 0.009901 237.902789
219219798 0.012539 237.902799
219220558 0.023535 237.902808
219221766 0.078519 237.902837
219221780 0.132091 237.902838
219222192 0.211338 237.902892
219222326 0.272728 237.902921
219222502 0.362048 237.902969
219222948 0.481069 237.90313
219223317 0.390382 237.903308
219224787 0.132086 237.903881
219225048 0.128783 237.903916
219225337 0.12649 237.903953
219225503 0.103539 237.903974
219225565 0.089022 237.903981
219225844 0.081288 237.904005
219227481 0.108266 237.904138
219227739 0.19691 237.904166
219227815 0.309104 237.904181
219227956 0.504947 237.904225
219228816 0.342379 237.904659
219229843 2.694752 237.905011
219230032 2.597201 237.90552
219230086 2.516507 237.90566
219230268 0.123601 237.906118
219230392 0.098603 237.906134
219231057 0.088279 237.906199
219232789 0.088306 237.906352
219233055 0.088311 237.906376
219234571 0.088362 237.90651
219235064 0.088472 237.906553
219236064 0.088513 237.906642
219236102 0.088544 237.906645
219240105 0.088784 237.906999
219240852 0.088854 237.907066
219240970 0.089393 237.907076
219242819 0.10122 237.907241
219243279 0.144538 237.907288
219243357 0.19555 237.907299
219247150 0.953294 237.908041
219248069 0.715984 237.908917
219248086 0.463448 237.908929
219248566 0.424457 237.909152
219248727 0.352159 237.90922
219249108 0.346864 237.909354
219249949 0.346657 237.909646
219250269 0.364242 237.909757
219250336 0.364268 237.909781
219252306 1.108693 237.910499
219252800 1.138919 237.911047
219253006 2.086896 237.911281
219253624 44.871384 237.912571
219253706 45.221105 237.91625
219254962 21.37321 237.973048
219255260 0.1606 237.979417
219256568 0.160477 237.979627
219256741 0.160432 237.979655
219257124 0.160422 237.979717
219257127 0.160422 237.979717
219257488 0.372872 237.979775
219258815 0.142305 237.98027
219259633 0.038461 237.980386
219259996 0.038461 237.9804
219260150 0.038464 237.980406
219260673 0.031413 237.980426
219261001 0.026769 237.980436
219261252 0.026769 237.980443
219263339 0.026695 237.980499
219265380 0.028103 237.980553
219265915 0.030771 237.980569
219272043 0.065537 237.980757
219273409 0.873232 237.980847
219273881 0.109124 237.981259
219275307 0.073784 237.981414
219275464 0.135372 237.981426
219279423 0.135078 237.981962
219279490 0.134818 237.981971
219280631 0.13427 237.982125
219281241 0.133886 237.982207
219281902 0.133106 237.982295
219282009 0.132406 237.982309
219282423 0.131989 237.982364
219283784 0.071835 237.982544
219284496 0.071896 237.982595
219285086 0.046887 237.982637
219285848 0.425046 237.982673
219286551 0.065752 237.982972
219287461 0.031139 237.983032
219290366 0.031426 237.983122
219292515 0.031316 237.98319
219294435 0.049773 237.98325
219294927 0.069709 237.983274
219297643 0.096839 237.983464
219298108 0.096877 237.983509
219298390 0.096947 237.983536
219298539 2.214496 237.983551
219299794 0.674813 237.98633
219301677 0.12286 237.9876
219302924 0.106789 237.987754
219305114 0.195728 237.987988
219305494 0.280771 237.988062
219306923 0.743361 237.988463
219307899 0.107687 237.989189
219308575 0.233142 237.989261
219308844 0.226511 237.989324
219311789 0.226511 237.989991
219312063 0.005541 237.990053
219313798 0.005541 237.990063
219313848 0.005541 237.990063
219313849 0.005541 237.990063
219314550 0.005541 237.990067
219314816 0.005538 237.990069
219316796 0.005538 237.990079
219317102 0.005538 237.990081
219317268 0.005538 237.990082
219317509 0.005538 237.990083
219317628 0.005538 237.990084
219318128 0.005538 237.990087
219319883 0.005538 237.990097
219320846 0.005538 237.990102
219321149 0.005538 237.990104
219321179 0.005538 237.990104
219321321 0.005538 237.990105
219322674 0.005538 237.990112
219322696 0.005538 237.990112
219323278 0.005539 237.990115
219324417 0.005539 237.990122
219325068 0.005573 237.990125
219325260 0.005626 237.990126
219325343 0.005633 237.990127
219326056 0.042394 237.990131
219326319 0.08307 237.990142
219326734 0.166869 237.990176
219328829 0.177174 237.990526
219329357 0.005019 237.99062
219330410 0.367612 237.990625
219330645 0.367509 237.990711
219330818 0.334767 237.990775
219332058 0.004766 237.99119
219332903 0.001757 237.991194
219333297 0.00163 237.991195
219333987 0.00163 237.991196
219335219 0.001623 237.991198
219337051 0.001623 237.991201
219337088 0.001623 237.991201
219337294 0.001623 237.991201
219338066 0.001623 237.991202
219338934 0.001622 237.991204
219338962 0.001623 237.991204
219343805 0.001623 237.991212
219345242 0.001623 237.991214
219345987 0.001623 237.991215
219346670 0.001623 237.991216
219350309 0.001623 237.991222
219350848 0.001622 237.991223
219350856 0.001622 237.991223
219355789 0.001622 237.991231
219360387 0.001898 237.991239
219361160 0.001984 237.99124
219361486 0.002365 237.991241
219364604 0.21812 237.991248
219364661 0.377885 237.991261
219365421 0.137774 237.991548
219365803 0.052929 237.9916
219366307 0.053173 237.991627
219367587 0.022725 237.991695
219367962 7.874534 237.991704
219368051 0.006265 237.992405
219368348 0.004611 237.992406
219368996 0.003518 237.992409
219371322 0.003251 237.992418
219371351 0.003104 237.992418
219371511 0.003102 237.992418
219373414 0.002963 237.992424
219374030 0.002018 237.992426
219375547 0.001933 237.992429
219377242 0.001933 237.992432
219377340 0.001923 237.992432
219377409 0.001916 237.992433
219377957 0.001916 237.992434
219379268 0.001914 237.992436
219379693 0.001912 237.992437
219380436 0.001912 237.992438
219381627 0.001911 237.992441
219381648 0.001911 237.992441
219382194 0.001907 237.992442
219382614 0.001907 237.992442
219382717 0.001907 237.992443
219383192 0.001906 237.992444
219383867 0.001906 237.992445
219387621 0.001911 237.992452
219387770 0.001917 237.992452
219388655 0.028482 237.992454
219388702 0.092019 237.992455
219388742 0.18691 237.992459
219391205 0.009831 237.992919
219392381 0.002701 237.992931
219393134 0.002521 237.992933
219393889 2.946603 237.992935
219394080 0.003799 237.993498
219394454 0.015305 237.993499
219396049 0.015304 237.993524
219396565 0.001808 237.993531
219398458 0.001808 237.993535
219398558 0.00186 237.993535
219398617 0.001882 237.993535
219400703 0.00804 237.993539
219401146 0.359861 237.993543
219402427 0.188599 237.994004
219402480 0.001232 237.994014
219402694 0.001232 237.994014
219403893 0.00123 237.994015
219406409 0.001181 237.994018
219408653 0.00105 237.994021
219412451 0.00105 237.994025
219412715 0.00105 237.994025
219414041 0.001047 237.994027
219414694 0.001047 237.994027
219415464 0.001045 237.994028
219416279 0.001045 237.994029
219419437 0.001045 237.994032
219421879 0.001045 237.994035
219421928 0.001045 237.994035
219423223 0.001045 237.994036
219430484 0.001045 237.994044
219431000 0.001047 237.994044
219433030 0.001047 237.994047
219434077 0.001047 237.994048
219435405 0.001047 237.994049
219436501 0.001048 237.99405
219436911 0.001114 237.994051
219437813 0.184975 237.994052
219437857 0.570137 237.99406
219438661 0.00141 237.994518
219439134 0.001394 237.994519
219441669 0.001394 237.994522
219442625 0.001394 237.994524
219443893 0.001394 237.994525
219444769 0.001394 237.994527
219444802 0.001394 237.994527
219445621 0.001394 237.994528
219446253 0.001394 237.994529
219446991 0.001394 237.99453
219447464 0.001394 237.99453
219448378 0.010617 237.994532
219448564 0.16605 237.994534
219448632 0.548418 237.994545
219450163 0.241986 237.995385
219453610 0.126962 237.996219
219454078 0.126874 237.996278
219454508 0.126874 237.996333
219454658 0.063212 237.996352
219454837 0.00641 237.996363
219455914 0.006403 237.99637
219456393 0.006403 237.996373
219456604 0.006397 237.996374
219457258 0.006397 237.996379
219457735 0.006397 237.996382
219457980 0.006397 237.996383
219458352 0.006397 237.996386
219458673 0.006397 237.996388
219459158 0.006397 237.996391
219459871 0.006397 237.996395
219459987 0.006397 237.996396
219460097 0.006397 237.996397
219460657 0.006422 237.9964
219460925 0.006422 237.996402
219461975 0.006565 237.996409
219462280 0.010948 237.996411
219462299 0.011027 237.996411
219462429 0.111478 237.996412
219462603 1.897973 237.996432
219462839 1.914766 237.99688
219462845 0.061833 237.996891
219463061 0.163434 237.996905
219463484 1.456688 237.996974
219464144 1.620501 237.997935
219465099 1.62673 237.999483
219465410 1.638258 237.999989
219466670 1.258233 238.002053
219466796 0.77781 238.002211
219467066 0.661496 238.002421
219467227 0.479078 238.002528
219468032 0.215175 238.002914
219468225 0.151555 238.002955
219468510 0.086022 238.002998
219470069 0.076423 238.003132
219470213 0.075517 238.003143
219470417 0.065662 238.003159
219470788 0.065841 238.003183
219471977 0.080379 238.003261
219472006 0.094246 238.003264
219472750 0.44146 238.003334
219473699 0.608782 238.003753
219474521 0.52694 238.004253
219474532 3.299687 238.004259
219474601 0.328422 238.004487
219474656 0.105632 238.004505
219476243 0.071803 238.004672
219477080 0.055029 238.004733
219477149 0.043532 238.004736
219477443 0.034365 238.004749
219477681 0.028931 238.004757
219478153 0.025536 238.004771
219478193 0.022723 238.004772
219479112 0.022104 238.004793
219479214 0.021711 238.004795
219479238 0.021106 238.004796
219479472 0.020846 238.004801
219479505 0.02077 238.004801
219480797 0.02076 238.004828
219480933 0.020738 238.004831
219481859 0.026034 238.00485
219482290 0.517635 238.004861
219482516 1.855845 238.004978
219482935 1.570364 238.005756
219484329 0.548793 238.007945
219484416 0.168188 238.007993
219484671 0.139701 238.008036
219486485 0.139701 238.008289
219487236 0.148549 238.008394
219488567 9.260918 238.008592
219488759 9.157358 238.01037
219489000 0.095493 238.012577
219489263 0.085262 238.012602
219490301 0.078758 238.01269
219490672 0.078261 238.01272
219491099 0.078155 238.012753
219491882 0.080728 238.012814
219492898 0.076813 238.012896
219493082 0.070742 238.01291
219493734 0.065388 238.012956
219497096 0.064921 238.013176
219497545 0.064828 238.013205
219498597 0.064828 238.013274
219500145 0.457575 238.013374
219500570 3.135335 238.013568
219501645 2.232224 238.016939
219502193 1.547685 238.018162
219502415 0.089245 238.018506
219504140 0.089241 238.01866
219507211 0.089241 238.018934
219507580 0.089231 238.018967
219507673 0.088738 238.018975
219507866 0.088234 238.018992
219508270 0.087995 238.019028
219508319 0.088017 238.019032
219511776 0.106087 238.019336
219512145 0.132835 238.019376
219514368 0.116047 238.019671
219514486 0.101909 238.019684
219514498 0.086549 238.019686
219515886 0.078792 238.019806
219516102 0.065834 238.019823
219516224 0.054181 238.019831
219517671 0.044757 238.019909
219517826 0.044757 238.019916
219520440 0.044757 238.020033
219520895 0.04008 238.020054
219521606 0.040145 238.020082
219522662 0.039531 238.020124
219522891 0.039067 238.020134
219523445 0.038799 238.020155
219523477 0.038374 238.020156
219524329 0.038355 238.020189
219527847 0.038149 238.020324
219529395 0.050679 238.020383
219530243 0.1114 238.020426
219530826 0.262101 238.020491
219533242 0.262115 238.021124
219533768 0.161065 238.021262
219533777 0.161055 238.021264
219533817 0.083219 238.02127
219534159 0.063863 238.021298
219534574 0.083597 238.021325
219534732 0.082449 238.021338
219535477 0.082512 238.0214
219535787 0.082693 238.021425
219535976 0.082827 238.021441
219538312 0.082865 238.021634
219538512 0.08289 238.021651
219539066 0.085386 238.021697
219539437 0.085455 238.021728
219539889 0.087327 238.021767
219540176 0.089095 238.021792
219542942 0.130792 238.022039
219542972 0.174816 238.022043
219543162 0.222872 238.022076
219545690 0.236072 238.022639
219545859 0.233693 238.022679
219547050 0.235226 238.022957
219547346 0.306175 238.023027
219547746 0.306101 238.023149
219547825 0.306795 238.023174
219548175 0.306733 238.023281
219548373 0.368871 238.023342
219548439 0.369551 238.023366
219548490 0.369552 238.023385
219550982 0.374813 238.024306
219552339 0.371601 238.024815
219553145 0.371272 238.025114
219553947 0.335892 238.025412
219554317 0.304398 238.025536
219556447 0.30164 238.026184
219557117 0.305107 238.026387
219557473 0.311972 238.026495
219557551 0.311483 238.026519
219557635 0.341665 238.026546
219557659 0.38544 238.026554
219557758 0.385388 238.026592
219557811 0.560111 238.026612
219558072 0.300188 238.026759
219558197 0.299134 238.026796
219558457 0.289042 238.026874
219560522 0.288669 238.027471
219560818 0.288362 238.027556
219561078 0.288788 238.027631
219561224 0.289622 238.027673
219561472 0.290105 238.027745
219562154 0.291375 238.027943
219562644 0.291432 238.028086
219562683 0.292502 238.028097
219562887 0.292573 238.028157
219563344 0.293331 238.028291
219564331 0.290423 238.02858
219564357 0.288877 238.028588
219565545 0.288671 238.028931
219566537 0.290424 238.029217
219571519 0.362642 238.030664
219572093 0.848341 238.030872
219576768 1.605862 238.034838
219576851 1.684497 238.034972
219577016 1.277197 238.035249
219577106 0.751905 238.035364
219577622 0.483225 238.035752
219577689 0.220163 238.035785
219577777 0.137742 238.035804
219578058 0.12977 238.035843
219578414 0.127236 238.035889
219578704 0.126522 238.035926
219578880 0.127335 238.035948
219578952 0.128774 238.035957
219579383 0.12935 238.036013
219579876 0.735685 238.036077
219579893 1.121577 238.036089
219579930 1.108551 238.036131
219580326 0.636716 238.03657
219580434 0.179376 238.036638
219580857 0.189973 238.036714
219581385 0.199739 238.036815
219581414 0.20754 238.03682
219581430 0.217986 238.036824
219581980 0.470628 238.036944
219582050 0.774774 238.036977
219582864 0.77556 238.037607
219583791 0.578121 238.038326
219585279 1.727575 238.039186
219585762 0.213157 238.040021
219586124 0.199477 238.040098
219586323 0.189335 238.040138
219586415 0.179882 238.040155
219587215 0.178811 238.040299
219588105 0.486354 238.040458
219588174 0.659233 238.040492
219588237 1.571975 238.040533
219588803 1.556002 238.041423
219589065 5.099445 238.041831
219589610 19.361491 238.04461
219590047 41.676729 238.053071
219590470 41.676729 238.0707
219590766 41.676729 238.083036
219591275 18.597627 238.10425
219591313 17.156593 238.104957
219591409 4.429753 238.106604
219591515 0.654089 238.107073
219592158 0.627871 238.107494
219593294 0.588848 238.108207
219593410 0.553688 238.108275
219594330 0.544727 238.108785
219594494 0.536186 238.108874
219595832 0.597907 238.109591
219596070 0.754084 238.109734
219596488 0.554881 238.110049
219596699 0.529872 238.110166
219597590 0.508871 238.110638
219598894 0.381092 238.111302
219598995 0.295304 238.11134
219599162 0.239413 238.11139
219600540 0.239408 238.111719
219601958 0.239408 238.112059
219602093 0.237825 238.112091
219602381 0.237825 238.11216
219603476 0.23761 238.11242
219604453 0.23734 238.112652
219604950 0.237299 238.11277
219605035 0.237383 238.11279
219605885 0.237889 238.112992
219605977 0.238122 238.113014
219606689 0.239391 238.113184
219606977 0.241508 238.113253
219607841 0.241655 238.113461
219608365 0.241715 238.113588
219608576 0.243332 238.113639
219608812 0.246298 238.113696
219609414 0.255522 238.113845
219610752 0.44623 238.114186
219611695 0.448897 238.114607
219612715 0.448439 238.115065
219612991 0.447352 238.115189
219613403 0.446608 238.115373
219613417 0.445908 238.115379
219615323 0.468325 238.116229
219616129 0.496717 238.116607
219616208 0.531432 238.116646
219616361 0.557061 238.116727
219616828 0.587574 238.116987
219616975 0.639442 238.117074
219617036 0.662653 238.117113
219617198 0.771467 238.11722
219617908 1.192168 238.117768
219618035 1.293771 238.117919
219618143 1.441589 238.118059
219618402 4.898742 238.118432
219619538 19.694027 238.123997
219620569 19.63366 238.144302
219622072 2.601752 238.173811
219622567 1.359575 238.175099
219622596 0.201 238.175139
219623230 0.201046 238.175266
219623621 1.133455 238.175345
219623936 1.132767 238.175702
219624387 0.178252 238.176213
219625249 0.178206 238.176366
219625808 0.18005 238.176466
219625853 0.181301 238.176474
219626025 0.182094 238.176505
219626575 5.89346 238.176605
219626928 0.062135 238.178686
219626948 0.001709 238.178687
219627151 0.001628 238.178687
219627355 0.001608 238.178688
219627486 0.001608 238.178688
219628036 0.001608 238.178689
219628111 0.001607 238.178689
219628130 0.001606 238.178689
219628141 0.001606 238.178689
219628392 0.001607 238.178689
219628396 0.001607 238.178689
219628406 0.001606 238.178689
219628508 0.001606 238.17869
219628682 0.001606 238.17869
219628818 0.001606 238.17869
219631921 0.001606 238.178695
219631981 0.001606 238.178695
219633046 0.001606 238.178697
219633168 0.001606 238.178697
219633311 0.001606 238.178697
219633441 0.001606 238.178697
219633746 0.001606 238.178698
219633869 0.001606 238.178698
219634380 0.001696 238.178699
219634787 0.001742 238.1787
219634811 0.001904 238.1787
219634960 0.002274 238.1787
219636284 0.02225 238.178703
219636541 0.063818 238.178709
219636951 1.461388 238.178735
219637671 0.731409 238.179787
219637686 0.53951 238.179798
219639651 0.305182 238.180858
219639885 0.228115 238.18093
219639896 0.152672 238.180932
219640305 0.078733 238.180995
219640389 0.0139 238.181001
219640680 0.007124 238.181005
219640763 0.003414 238.181006
219641127 0.00334 238.181007
219641450 0.003341 238.181008
219641900 0.003336 238.18101
219642109 0.003336 238.18101
219642703 0.003336 238.181012
219642796 0.003337 238.181013
219642946 0.003337 238.181013
219643649 0.003335 238.181015
219643826 0.003335 238.181016
219643873 0.003335 238.181016
219644198 0.003335 238.181017
219644224 0.003335 238.181017
219644496 0.003335 238.181018
219646807 0.003335 238.181026
219647653 0.003335 238.181029
219647939 0.003335 238.18103
219648119 0.003338 238.18103
219649481 0.035638 238.181035
219649540 2.552293 238.181037
219649771 0.233378 238.181627
219650561 0.23341 238.181811
219650741 0.284497 238.181853
219651133 0.317087 238.181964
219651779 0.233417 238.182169
219652009 0.047094 238.182223
219652033 0.032764 238.182224
219652489 0.849437 238.182239
219652795 1.017327 238.182499
219653026 0.347788 238.182734
219653101 0.018441 238.18276
219653354 0.013736 238.182765
219654392 0.013736 238.182779
219654722 0.013728 238.182784
219655031 0.013735 238.182788
219655369 0.013794 238.182792
219656094 1.221262 238.182802
219656650 1.221286 238.183481
219656701 0.015814 238.183544
219657124 0.049501 238.18355
219657163 0.049681 238.183552
219657637 2.068106 238.183576
219659668 2.060015 238.187776
219659824 1.135479 238.188098
219660535 0.060594 238.188905
219660878 0.053683 238.188926
219662694 0.054918 238.189023
219663516 0.060665 238.189068
219663627 0.066432 238.189075
219663646 0.066479 238.189076
219664030 0.082382 238.189102
219664400 0.114236 238.189132
219665008 0.200909 238.189202
219665408 0.201549 238.189282
219668252 0.234719 238.189855
219669031 0.358081 238.190038
219669226 3.572611 238.190108
219669308 3.730818 238.190401
219670336 2.264416 238.194236
219670998 0.516178 238.195735
219671205 0.351536 238.195842
219673705 0.376817 238.196721
219673828 0.47642 238.196767
219673871 0.643571 238.196788
219675016 0.420903 238.197525
219675209 0.291767 238.197606
219676042 0.257344 238.197849
219676101 0.22886 238.197864
219677118 0.190797 238.198097
219677532 0.124544 238.198176
219677668 0.124523 238.198193
219678736 0.109352 238.198326
219679967 0.106374 238.19846
219680034 0.103949 238.198468
219680045 0.104033 238.198469
219681168 0.10412 238.198586
219682375 0.10424 238.198711
219684065 0.104395 238.198887
219684366 0.104709 238.198919
219684533 0.10506 238.198936
219685466 0.105064 238.199034
219686024 0.106392 238.199093
219686222 0.106532 238.199114
219686314 0.107854 238.199124
219686440 0.109252 238.199137
219687432 0.113839 238.199246
219687598 0.118092 238.199265
219688079 0.122888 238.199321
219688204 0.128189 238.199337
219688634 0.23928 238.199392
219688837 0.344035 238.199441
219688983 0.353025 238.199491
219690824 0.354015 238.200141
219690937 0.377335 238.200181
219692313 0.826181 238.2007
219692588 0.772742 238.200927
219693188 0.557469 238.201391
219693220 0.193546 238.201409
219694903 0.194109 238.201734
219696755 0.194123 238.202094
219697368 0.194706 238.202213
219697819 0.196091 238.202301
219698072 0.197536 238.20235
219698308 0.19955 238.202397
219698387 0.199957 238.202413
219698668 0.196137 238.202469
219699281 0.195767 238.202589
219699525 0.195858 238.202637
219700063 0.195848 238.202742
219700334 0.195784 238.202795
219700471 0.195869 238.202822
219700519 0.195804 238.202831
219700813 0.19578 238.202889
219700978 0.195787 238.202921
219701367 0.195788 238.202998
219701961 0.195942 238.203114
219703647 0.397003 238.203444
219703903 0.616314 238.203546
219704537 2.251834 238.203937
219704648 2.256531 238.204186
219704853 1.717509 238.204649
219705023 0.537276 238.204941
219705205 0.507365 238.205039
219706428 0.494958 238.205659
219707074 0.208298 238.205979
219708728 0.202342 238.206324
219708773 0.174319 238.206333
219709907 0.172521 238.20653
219710002 0.171731 238.206547
219710186 0.168324 238.206578
219711154 0.160054 238.206741
219712970 0.12224 238.207032
219713730 0.107248 238.207125
219713864 0.098208 238.207139
219713968 0.088954 238.207149
219714040 0.080332 238.207156
219714368 0.075833 238.207182
219714999 0.073718 238.20723
219716915 0.073626 238.207371
219717774 0.074776 238.207435
219721283 0.142216 238.207697
219722104 0.730616 238.207814
219723406 0.23123 238.208765
219723599 0.192446 238.20881
219724937 0.200404 238.209067
219726100 0.293817 238.2093
219726635 0.397973 238.209457
